Naam,Adres,Latitude,Longitude,Link,Street,Postcode,City
"Lander, W.J.T.","Huisartsenpraktijk Lander, Rotterdam",51.9286335,4.5445136,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-lander-w-j-t-118066,Nancy Zeelenbergsingel,3065 JJ,Rotterdam
"Burger-van der Lee, M.E.","Dierense Huisartsengroep Hagenau, Praktijk M.E. Burger-van der Lee, Dieren",52.0507864,6.0992753,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-burger-van-der-lee-m-e-308445,Wilhelminaweg,6951 BR,Dieren
"Eikelaar, H.C.D.","Huisartsenpraktijk Eikelaar en Bosman, Duiven",51.9446678,6.0087594,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-eikelaar-h-c-d-292943,Eltensestraat,6922 JA,Duiven
"Horst, J.M. van der","Eedenburgh Huisartsen, Hilversum",52.2166135,5.157756,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-horst-j-m-van-der-123144,Frederik van Eedenlaan,1215 EK,Hilversum
"Meer, T. van der","Gezondheidscentrum De Allee, Huisartsenpraktijk T. van der Meer, Steenwijk",52.7852244,6.1343656,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-meer-t-van-der-124039,Kallenkoterallee,8331 AE,Steenwijk
"Oostvogel, P.H.","Groepspraktijk Huizen, Huizen",52.298507,5.2389063,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-oostvogel-p-h-114357,Kerkstraat,1271 RM,Huizen
"Zwelef, S.","Huisartspraktijk Zwelef, Roosendaal",51.5443017,4.475422,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-zwelef-s-242917,Heilig Hartplein,4702 RE,Roosendaal
"Rastello, S.M.M.","Huisartsenpraktijk Medisch Centrum Alberick, Venlo",51.3737279,6.1360595,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-rastello-s-m-m-122045,Alberickstraat,5922 EJ,Venlo
"Biersteker, H.S.","Huisartsenpraktijk Biersteker Gijsbers, Rotterdam",51.9191691,4.4836428,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-biersteker-h-s-287763,Vissersdijk,3011 GW,Rotterdam
"Christiaanse, M.A.B.M.","Huisartspraktijk Christiaanse - Therapeuticum, Haarlem",52.3884638,4.6427046,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-christiaanse-m-a-b-m-164492,Prinsen Bolwerk,2011 MA,Haarlem
"Kaspers, H.","Huisartspraktijk Groenewoud-Roozemond, Veenendaal",52.0242385,5.552182,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-kaspers-h-119699,Duivenwal,3901 ZE,Veenendaal
"Oei, D.M.K.H.","Wijkpraktijk Huisartsen Crooswijk, Rotterdam",51.9362361,4.4962183,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-oei-d-m-k-h-118045,Paradijslaan,3034 SN,Rotterdam
"Kiers, H.","Huisartsenpraktijk Wouterswoude, Wâlterswâld",53.2918802,6.0222925,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-kiers-h-339479,Foarwei,9113 PE,Wâlterswâld
"Esghir, E.H.","Huisartsenpraktijk Esghir, Rotterdam",51.9039971,4.4448575,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-esghir-e-h-226049,Westkousdijk,3029 CT,Rotterdam
"Hurk, N.H.L. van den","Huisartsenpraktijk De Vocht en Van den Hurk, Leende",51.3488218,5.5520905,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-hurk-n-h-l-van-den-292071,Dorpstraat,5595 CJ,Leende
"Mulder-Sahebdin, P.","Gezondheidscentrum Kempenaar, Huisartsen, Lelystad",0,0,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-mulder-sahebdin-p-313232,,,
"Zwaag-Pijls, C.M.","Huisartsenpraktijk Zwaag-Pijls, Amstelveen",52.284586,4.8643532,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-zwaag-pijls-c-m-323916,Marne,1186 PJ,Amstelveen
"Hofman, F.","Huisartsenpraktijk Keizer Karelpark, Amstelveen",52.294323,4.850205,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-hofman-f-114815,Lindepark,1185 LD,Amstelveen
"Vleuten-Hanneman, M.J.W. van der","Huisartsengroep Grave, Grave",51.7521353,5.738666,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vleuten-hanneman-m-j-w-van-der-165561,Hengel,5361 PH,Grave
"Monster, L.C.","Huisartsenpraktijk De Dolfijn, Middelburg",51.5073439,3.6348121,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-monster-l-c-289877,Krooneveldweg,4332 SN,Middelburg
"Karademir, B.","Sanitas Gezondheidscentrum Rotterdam, Huisartsen Mathenesserlaan, Rotterdam",51.9163421,4.4459607,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-karademir-b-270677,Mathenesserlaan,3023 HL,Rotterdam
"Konings, K.T.S.","Huisartsenpraktijk Konings, Maastricht",50.8489196,5.6745234,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-konings-k-t-s-205385,Sint Annalaan,6214 AA,Maastricht
"Kools, W.F.J.","Huisartspraktijk Kools & Van Liempd, Loon op Zand",51.6276097,5.0774599,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-kools-w-f-j-121016,Kloosterstraat,5175 BG,Loon op Zand
"Koopmans-Feind, A.G.","Huisartsenpraktijk Limbrichterveld, Sittard",51.0072325,5.8524353,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-koopmans-feind-a-g-160475,Whitestraat,6135 CN,Sittard
"Veen, R.C. van der","Huisartsenpraktijk Wheermolen, Purmerend",52.511143,4.968261,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-veen-r-c-van-der-258855,Boeierstraat,1443 EN,Purmerend
"Veghel-Dijkstra, F.J. van","Huisartsen Hedel, Hedel",51.7418118,5.262985,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-veghel-dijkstra-f-j-van-329220,Molendijk,5321 GG,Hedel
"Verkouteren, L.A.M.","Huisartsenpraktijk De Haven, IJmuiden",52.4568612,4.604829,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-verkouteren-l-a-m-219596,Grahamstraat,1973 RH,IJmuiden
"Hartman, K.","Huisartsenpraktijk Hartman en Scheepbouwer, Papendrecht",51.8353254,4.694394,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-hartman-k-312341,De Wederik,3355 SK,Papendrecht
"Slort, W.","Huisartsenpraktijk Twee Hoog, Zevenbergen",51.6476035,4.605952,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-slort-w-120504,Doctor Ariënslaan,4761 EP,Zevenbergen
"Vincentie, C.J.","Huisartsenpraktijk van Steyn, Stein",50.9635567,5.7738263,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vincentie-c-j-122411,Bergènkenstraat,6171 NR,Stein
"Vogels, R.","Jans Huisartsen, locatie Rotterdam Kralingen, Rotterdam",51.9193438,4.5131602,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vogels-r-339406,Struisenburgstraat,3063 BR,Rotterdam
"Wolters, J.J.","Huisartsenpraktijk J.J. Wolters, Leidschendam",52.0843699,4.3950452,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-wolters-j-j-118178,Koningin Julianaweg,2264 BD,Leidschendam
"Zomra, Z.","Huisartspraktijk Z. Zomra, Spijkenisse",51.8339091,4.3609954,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-zomra-z-271388,Hadewychplaats,3207 KG,Spijkenisse
"Bus, L.P.M.","Zorggroep Almere, Huisartsenpraktijk De Compagnie, Almere",52.4012595,5.2991452,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-bus-l-p-m-113938,Balistraat,1335 JN,Almere
"Verbeek, C.P.R.","Praktijk Perte, Hoogeveen",52.7247763,6.4768307,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-verbeek-c-p-r-124073,Bilderdijkplein,7901 JM,Hoogeveen
"Akyüz, A.","Huisartsenpraktijk Admiralengracht, Amsterdam",52.3684678,4.8577379,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-akyuz-a-259193,Admiralengracht,1057 GE,Amsterdam
"Berg, E.Th. van den","Huisartsenpraktijk Carrousel, Praktijk van den Berg, Ommen",52.5262611,6.4218664,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-berg-e-th-van-den-124527,Carrouselplein,7731 EG,Ommen
"Liem, M.K.","Huisartsen Krimpen Midden, Krimpen aan den IJssel",51.920407,4.6012317,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-liem-m-k-117646,Groenendaal,2922 CJ,Krimpen aan den IJssel
"Luijkx, E.L.M.","SAG Gezondheidscentrum Borgerstraat, Huisartsen, Amsterdam",52.3652587,4.8664677,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-luijkx-e-l-m-114288,Borgerstraat,1053 PW,Amsterdam
"Molkenboer, J.","Praktijk Molkenboer, Amsterdam",52.4072035,4.8960561,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-molkenboer-j-240964,Klinkerweg,1033 PN,Amsterdam
"Nauta, R.E.","Huisartsen Gorredijk de Kompe, Praktijk Nauta, Gorredijk",53.0093684,6.0654414,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-nauta-r-e-168891,Burgemeester Selhorststraat,8401 PA,Gorredijk
"Rodewijk, M.L.T.","Huisartsenpraktijk Rodewijk, Roelofarendsveen",52.2080826,4.641156,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-rodewijk-m-l-t-254781,Rembrandt van Rijnsingel,2371 RB,Roelofarendsveen
"Salm, F.C. van der","Huisartsenpraktijk Poelpolder, Lisse",52.2480882,4.5601008,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-salm-f-c-van-der-301516,Vivaldistraat,2162 AB,Lisse
"Simon, C.H.","Huisartspraktijk Simon, Weert",51.2543156,5.7035846,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-simon-c-h-157527,Wilhelminasingel,6001 GV,Weert
"Sluijs, H.A. van der","Huisartsenpraktijk H.A. van der Sluijs, Veldhoven",51.4095224,5.3924606,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-sluijs-h-a-van-der-165247,Nijlandlaan,5505 PB,Veldhoven
"Tempelman, D.A.J.","Huisartspraktijk Oude Turfmarkt, Amsterdam",52.3678594,4.894149,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-tempelman-d-a-j-313659,Oude Turfmarkt,1012 GC,Amsterdam
"Teunissen, D.H.B.","Huisartsenpraktijk Stalman en Teunissen, Gouda",52.019845,4.7184727,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-teunissen-d-h-b-156680,Stadhouderslaan,2805 EN,Gouda
"Vatankhah, F.","Huisartspraktijk Vatankhah, Hengelo",52.2630041,6.821205,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vatankhah-f-126036,H.C. Pootstraat,7552 WZ,Hengelo
"Voogt, A.K.","Gezondheidscentrum de Koning, Huisartsen, Den Haag",52.0696673,4.3139976,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-voogt-a-k-117145,Tullinghstraat,2515 KE,Den Haag
"Vusse, A.C. van de","Huisartsen Centrumwaard, Praktijk van de Vusse, Heerhugowaard",52.6730399,4.8467046,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-vusse-a-c-van-de-164414,Van Hellemondtstraat,1701 ER,Heerhugowaard
"Wolf, L.O.V. de","Steinder Huisartsenpraktijk, Stein",50.9680865,5.7626586,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-wolf-l-o-v-de-122412,De Halstraat,6171 HJ,Stein
"Zeijlstra, O.N.","Vijzelgrachthuisartsen, Amsterdam",52.3602999,4.8924994,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-zeijlstra-o-n-114641,Fokke Simonszstraat,1017 TG,Amsterdam
"Aa, A.J.A.M. van der","Huisartsenpraktijk Engelsch Hof, Maurik",51.9619233,5.4226352,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-aa-a-j-a-m-van-der-164772,Prinses Marijkelaan,4021 EA,Maurik
"Aa, E.G.C. van der","Huisartsenpraktijk Overveen, Overveen",52.3960845,4.6117977,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-aa-e-g-c-van-der-347274,Ter Hoffsteedeweg,2051 GK,Overveen
"Aalberse, J.A.","Huisartsenpraktijk Postjesweg, Amsterdam",52.3642954,4.8561465,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-aalberse-j-a-238627,Postjesweg,1057 DW,Amsterdam
"Aalbers, N.","Dokterscentrum Wijchen, Wijchen",51.8147987,5.7214617,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-aalbers-n-258650,Buizerdstraat,6601 AT,Wijchen
"Aalberts, J.H.","Huisartsenpraktijk De Leilinde, Praktijk Aalberts, Noord-Scharwoude",52.7041939,4.8087634,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-aalberts-j-h-154860,Krab,1723 HP,Noord-Scharwoude
"Aalderink, J.G.","Huisartsenpraktijk de Brink Hardenberg, Hardenberg",52.574826,6.6116332,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-aalderink-j-g-124553,De Brink,7771 BA,Hardenberg
"Aalen, J.A.M. van","Huisartsenpraktijk Vos, van Aalen en van den Heuvel, Grave",51.7521446,5.7385647,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-aalen-j-a-m-van-271397,Hengel,5361 PH,Grave
"Aanen, M.C.","Huisartsenpraktijk Zwanenkamp, Maarssen",52.1422752,5.0127255,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-aanen-m-c-327485,Zwanenkamp,3607 SL,Maarssen
"Aarts, J.W.F.","Centrum voor medische zorg de Kasteellaan, Heerlen",50.8976091,5.9923227,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-aarts-j-w-f-331315,Kasteellaan,6415 HT,Heerlen
"Abarbanel, J.","Medisch Centrum Molenzoom, locatie De Molen 83, Houten",52.032727,5.1708457,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-abarbanel-j-119852,De Molen,3995 AW,Houten
"Abbekerk, E.M.","Huisartsenpraktijk Pleiaden, IJmuiden",52.4611999,4.6134228,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-abbekerk-e-m-156306,Watertorenpad,1972 MJ,IJmuiden
"Ab, E.","Academische Huisartsenpraktijk Groningen, Groningen",53.2197888,6.5765361,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-ab-e-281412,Oostersingel,9713 EX,Groningen
"Abegg, P.E.","Huisartsenpraktijk Abegg, Zoetermeer",52.0670603,4.4849606,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-abegg-p-e-121591,Penninghove,2726 BV,Zoetermeer
"Aben, G.A.H.","Huisartsenpraktijk De Kleine Dommel, Geldrop",51.4208504,5.5629963,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-aben-g-a-h-122861,Dommeldalseweg,5664 RP,Geldrop
"Acherman, D.S.","Huisartsenpraktijk De Lairesse, Amsterdam",52.3547524,4.8758297,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-acherman-d-s-224631,De Lairessestraat,1071 PB,Amsterdam
"Ackermans, M.G.","Huisartsenpraktijk Emst, Emst",52.3207274,5.9747926,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-ackermans-m-g-316115,Zuster van Rossumweg,8166 JE,Emst
"Acker, M.E.D.H. van den","Gezondheidscentrum Heikant, Huisartsen, Veldhoven",51.4277544,5.3931681,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-acker-m-e-d-h-van-den-121929,Dijkhei,5508 VT,Veldhoven
"Adamo, N.","Huisartsenpraktijk de Linie, Doesburg",52.0096603,6.1341906,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-adamo-n-123395,De Linie,6982 AZ,Doesburg
"Addink, R.W.M.","Medisch Centrum de Borgen, Middelstum",53.3473138,6.6420083,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-addink-r-w-m-242544,Concordiaplein,9991 BB,Middelstum
"Adema, D.E.","Huisartsenpraktijk Marrum, Marrum",53.3225883,5.8004208,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-adema-d-e-281730,Langebuorren,9073 HN,Marrum
"Aden, L.","Huisartsenpraktijk Pannerden, Pannerden",51.8887178,6.0399704,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-aden-l-283503,Schoolstraat,6911 AX,Pannerden
"Adriaens, S.","Huisartspraktijk Hendricks en Adriaens, Nederweert",51.2839609,5.7467344,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-adriaens-s-259373,Loverstraat,6031 VD,Budschop
"Aendekerk, R.P.P.","Huisartsenpraktijk Maasbree, Maasbree",51.3587096,6.0488805,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-aendekerk-r-p-p-163872,Achter de Hoven,5993 CR,Maasbree
"Agapova, I.I.","Huisartsenpraktijk De Dijken, Roosendaal",51.527749,4.4921644,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-agapova-i-i-323062,Dijkcentrum,4706 LB,Roosendaal
"Agema, G.J.","Huisartsenpraktijk de Boer en Agema, Grootebroek",52.6937887,5.2325314,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-agema-g-j-303210,Het Voert,1613 KL,Grootebroek
"Aghabozorg, M.","Huisartspraktijk M. Aghabozorg, Zevenaar",51.9346145,6.0668327,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-aghabozorg-m-250824,Zonegge 24,6903 HH,Zevenaar
"Ahmadi, Z.","Huisartsenpraktijk Kaaphoofd, Den Helder",52.9422012,4.7408751,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-ahmadi-z-313224,Marsdiepstraat,1784 AK,Den Helder
"Akarsubasi, S.M.","Huisartsenpraktijk Akarsubasi, Haaksbergen",52.1598714,6.7293582,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-akarsubasi-s-m-281864,Rembrandtstraat,7482 ED,Haaksbergen
"Aken, C.D. van","Huisartsenpraktijk C.D. van Aken, Middenbeemster",52.5496128,4.9096511,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-aken-c-d-van-315198,Rombout Hogerbeetsstraat,1462 KA,Middenbeemster
"Aken, P.A.G.T. van","Medisch Centrum Loudon, Huisartsenpraktijk Aken/Siccama, Den Haag",52.0865974,4.3464774,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-aken-p-a-g-t-van-268736,Loudonstraat,2593 WB,Den Haag
"Akerboom-Donkhorst, I.D.","Huisartsencentrum Velserbroek, Velserbroek",52.4340201,4.6624594,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-akerboom-donkhorst-i-d-115970,Aletta Jacobsstraat,1991 PT,Velserbroek
"Akker, J.H. van den","Gezondheidscentrum Assen-Oost, Assen",52.9893815,6.5800602,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-akker-j-h-van-den-125648,Vredeveldseweg,9404 GA,Assen
"Akkerman, B.M.","Huisartsenpraktijk Eykmanplein, Utrecht",52.1067849,5.132548,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-akkerman-b-m-118867,Eykmanlaan,3571 JR,Utrecht
"Akker, M.H. van den","Huisartsenpraktijk Walvis, De Rijp",52.5596552,4.8439126,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-akker-m-h-van-den-316543,Wollandje,1483 WG,De Rijp
"Akram, R.","Zorgcentrum Akram, Den Haag",52.0670517,4.3083984,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-akram-r-281177,Van Ostadestraat,2526 GJ,Den Haag
"Albers, B.A.","Huisartsenpraktijk Albers en Tanis, Vorden",52.1045427,6.3088281,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-albers-b-a-151631,Zutphenseweg,7251 DG,Vorden
"Albert, P.","Huisartsenpraktijk Kop van 't Eiland, locatie Goedereede, Goedereede",51.8193389,3.9835829,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-albert-p-118497,Jongkoenstraat,3252 AV,Goedereede
"Albronda, R.P.","Huisartsenpraktijk Lambertus, Venlo",51.3721327,6.1488476,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-albronda-r-p-151632,Leeuwerikplein,5922 VL,Venlo
"Alderden, M.","Huisartsen Badhoevedorp, Praktijk Alderden, Badhoevedorp",52.3391583,4.7762133,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-alderden-m-339925,Zeemanlaan,1171 BD,Badhoevedorp
"Alderlieste, W.C.","Apotheekhoudende Huisartsenpraktijk Middenmeer, Middenmeer",52.8135095,4.9983508,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-alderlieste-w-c-317244,Oester,1775 JH,Middenmeer
"Aldewereld, B.","Dierense Huisartsengroep Hagenau, Praktijk B. Aldewereld, Dieren",52.0508051,6.0993049,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-aldewereld-b-336226,Wilhelminaweg,6951 BR,Dieren
"Alebregtse-Vervoordeldonk, M.M.","Gezondheidscentrum Nesselande, huisartsen - onderdeel van Zovida, Rotterdam",51.9803005,4.5836798,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-alebregtse-vervoordeldonk-m-m-337233,Cypruslaan,3059 XA,Rotterdam
"Alfen, S.E.W. van","Huisartsenpraktijk van Alfen, Epe",52.3498935,5.9814659,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-alfen-s-e-w-van-317250,Willem Tellstraat,8162 ET,Epe
"Alferink, C.","Huisartsenpraktijk Alferink en Spel, Arnhem",51.989883,5.9168447,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-alferink-c-263930,Onder de Linden,6822 KG,Arnhem
"Alizadeh Kaghaztchi, N.R.","Gezondheidscentrum Reiderland, Praktijk Alizadeh, Finsterwolde",53.183507,7.0818304,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-alizadeh-kaghaztchi-n-r-262216,Bospad,9684 AW,Finsterwolde
"Alons, N.S.","Huisartsenpraktijk Alons, Hilversum",52.2413039,5.1782815,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-alons-n-s-151640,Lopes Diaslaan,1222 VE,Hilversum
"Alphen, F. van","Huisartspraktijk F. van Alphen, Bleiswijk",52.0091306,4.5445207,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-alphen-f-van-300973,Cederhof,2665 XM,Bleiswijk
"Al-Rushdy, M.N.O.","Huisartspraktijk M.N.O. Al-Rushdy, Den Haag",52.0494945,4.2907467,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-al-rushdy-m-n-o-254523,Rhijnvis Feithlaan,2533 GA,Den Haag
"Alst, M.M. van","Huisartsen Praktijk Ootmarsum, Praktijk Van Alst, Ootmarsum",52.4093755,6.897146,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-alst-m-m-van-282258,Molenstraat,7631 AZ,Ootmarsum
"Al-Tayyar, R.","Avicenna Huisartsenpraktijk, Den Haag",52.0497722,4.2654713,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-al-tayyar-r-250850,Zuidlarenstraat,2545 VT,Den Haag
"Altena, A.J.","Huisartsenpraktijk de Linde, Hoogeveen",52.7210864,6.4722604,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-altena-a-j-342754,van Limburg Stirumstraat,7901 AP,Hoogeveen
"Altena, G.J.","Huisartsenpraktijk de Brink Hardenberg, Hardenberg",52.574826,6.6116332,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-altena-g-j-224701,De Brink,7771 BA,Hardenberg
"Althuizen-Castelijns, M.N.R.","Huisartsen Achtse Barrier, Eindhoven",51.4815558,5.4404655,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-althuizen-castelijns-m-n-r-329863,Fransebaan,5627 RE,Eindhoven
"Ambachtsheer, E.B.","Huisartsenpraktijk Ambachtsheer, Veldhoven",51.4116314,5.4112694,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-ambachtsheer-e-b-300902,Windmolen,5503 XV,Veldhoven
"Amekran, O.","Huisartspraktijk Amekran, Den Haag",52.0557141,4.3161659,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-amekran-o-320680,Van Zeggelenlaan,2524 AE,Den Haag
"America, T.","Huisartspraktijk Vermeulen, Dussen",51.7304499,4.9615902,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-america-t-335634,Vrijheidsplein,4271 AW,Dussen
"Ampting, R.J. van","Huisartsenpraktijk de Lunette, Zutphen",52.1455188,6.2048406,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-ampting-r-j-van-285358,Coehoornsingel,7201 AD,Zutphen
"Amstel, A. van","Medisch Centrum Magnolia, Huisartsenpraktijk Baban, Breda",51.5853149,4.7540854,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-amstel-a-van-307778,Fluitenkruidpad,4814 CW,Breda
"Amsterdam, N.M. van","Besnijdenis Centrum Breda, Breda",51.5895531,4.8199198,https://www.zorgkaartnederland.nl/zorgverlener/huisarts-amsterdam-n-m-van-271303,Kapelstraat,4817 NZ,Breda
